ReciboID;FechaPago;ClienteID;FacturaID;Importe
51456;2024-12-30;20;21150;113575,58
51457;2024-12-30;51;21226;16144,65
51458;2024-12-30;64;21280;88710,4
51459;2024-12-30;66;21289;60789,9
51460;2024-12-30;68;21297;46872,26
51461;2024-12-30;22;21432;53009,13
51462;2024-12-30;38;21461;185575,87
51463;2024-12-30;47;21471;30467,39
51464;2024-12-30;21;21490;50768,57
51465;2024-12-30;2;21493;304820,98
51466;2024-12-30;75;21607;117366,14
51467;2024-12-30;42;21624;67557,9
51468;2024-12-31;55;20381;29719,19
51469;2024-12-31;54;20649;92192,14
51470;2024-12-31;34;21116;54465,73
51471;2024-12-31;20;21128;84494,49
51472;2024-12-31;59;21164;46532,09
51473;2024-12-31;16;21274;387722,72
51474;2024-12-31;49;21326;14749,6
51475;2024-12-31;8;21382;20415,24
51476;2024-12-31;78;21417;21850,52
51477;2024-12-31;65;21450;31991,8
51478;2024-12-31;50;21460;118731,25
51479;2024-12-31;21;21488;64506,01
51480;2024-12-31;2;21497;173366,51
51481;2024-12-31;72;21518;43335,15
51482;2024-12-31;9;21526;16646,17
51483;2025-01-01;53;20708;17426,0
51484;2025-01-01;34;21072;31110,77
51485;2025-01-01;20;21129;25404,56
51486;2025-01-01;25;21465;16090,8
51487;2025-01-01;6;21536;123021,98
51488;2025-01-01;47;21825;115738,45
51489;2025-01-01;47;21875;83506,3
51490;2025-01-02;60;20656;62456,88
51491;2025-01-02;18;20950;107248,81
51492;2025-01-02;39;21044;22256,46
51493;2025-01-02;16;21361;588547,19
51494;2025-01-02;24;21454;50052,35
51495;2025-01-02;29;21456;32426,76
51496;2025-01-02;43;21464;22993,11
51497;2025-01-02;38;21491;45453,34
51498;2025-01-02;73;21545;446894,9
51499;2025-01-02;66;21549;21702,81
51500;2025-01-02;78;21764;151374,2
51501;2025-01-02;71;21878;25170,59
51502;2025-01-03;34;21023;16023,33
51503;2025-01-03;59;21123;52005,21
51504;2025-01-03;20;21198;67663,09
51505;2025-01-03;30;21266;77047,0
51506;2025-01-03;61;21305;39383,25
51507;2025-01-03;13;21331;85757,14
51508;2025-01-03;68;21348;107203,48
51509;2025-01-03;44;21394;364725,28
51510;2025-01-03;44;21407;593528,47
51511;2025-01-03;37;21428;84318,28
51512;2025-01-03;56;21467;25706,08
51513;2025-01-03;50;21480;25175,18
51514;2025-01-03;72;21496;14461,79
51515;2025-01-03;56;21503;52230,04
51516;2025-01-03;38;21517;135674,95
51517;2025-01-03;3;21522;68001,55
51518;2025-01-03;14;21532;3351,25
51519;2025-01-03;50;21572;18378,51
51520;2025-01-04;11;20628;5805,47
51521;2025-01-04;11;20923;81915,19
51522;2025-01-04;20;21186;41940,29
51523;2025-01-04;52;21308;113963,85
51524;2025-01-04;8;21474;168544,8
51525;2025-01-04;37;21479;70368,45
51526;2025-01-04;66;21484;59158,19
51527;2025-01-04;72;21520;66082,02
51528;2025-01-04;17;21539;300208,41
51529;2025-01-04;23;21557;553885,08
51530;2025-01-04;73;21571;440974,64
51531;2025-01-04;75;21734;137944,45
51532;2025-01-04;78;21751;38481,66
51533;2025-01-04;33;21850;50377,04
51534;2025-01-05;11;21061;8545,0
51535;2025-01-05;8;21468;157471,35
51536;2025-01-05;46;21498;224939,74
51537;2025-01-05;66;21531;64188,06
51538;2025-01-05;35;21548;126310,22
51539;2025-01-05;71;21656;5048,0
51540;2025-01-05;27;21730;10287,16
51541;2025-01-05;41;21737;10784,28
51542;2025-01-05;27;21759;10545,35
51543;2025-01-05;41;21780;39015,9
51544;2025-01-06;54;21041;53678,98
51545;2025-01-06;52;21067;54262,72
51546;2025-01-06;15;21174;125759,33
51547;2025-01-06;67;21415;228458,22
51548;2025-01-06;3;21486;52568,27
51549;2025-01-06;79;21521;9154,38
51550;2025-01-06;76;21540;72429,33
51551;2025-01-06;43;21544;49750,56
51552;2025-01-06;21;21584;39627,9
51553;2025-01-06;78;21597;32914,38
51554;2025-01-06;69;21631;22728,2
51555;2025-01-06;36;21675;193752,04
51556;2025-01-06;70;21680;55500,67
51557;2025-01-06;27;21699;6147,56
51558;2025-01-06;69;21706;56511,67
51559;2025-01-06;78;21790;96462,59
51560;2025-01-06;47;21930;39148,69
51561;2025-01-07;59;21254;26048,67
51562;2025-01-07;24;21284;19385,39
51563;2025-01-07;30;21427;57721,74
51564;2025-01-07;49;21507;15728,04
51565;2025-01-07;80;21510;580114,94
51566;2025-01-07;21;21523;62587,66
51567;2025-01-07;38;21602;166832,18
51568;2025-01-07;19;21614;48996,86
51569;2025-01-07;69;21714;75540,01
51570;2025-01-07;27;21718;16325,15
51571;2025-01-07;32;21775;61894,52
51572;2025-01-07;78;21789;53475,13
51573;2025-01-08;54;21236;81520,39
51574;2025-01-08;24;21291;46771,74
51575;2025-01-08;52;21295;162899,72
51576;2025-01-08;13;21369;94156,94
51577;2025-01-08;40;21444;506839,49
51578;2025-01-08;17;21559;562094,27
51579;2025-01-08;65;21560;40826,63
51580;2025-01-08;10;21570;39039,62
51581;2025-01-08;19;21580;55954,94
51582;2025-01-08;31;21616;322575,88
51583;2025-01-08;78;21869;22743,3
51584;2025-01-08;14;21903;96503,79
51585;2025-01-08;28;21967;82578,33
51586;2025-01-09;55;20647;24897,7
51587;2025-01-09;74;20964;337927,23
51588;2025-01-09;20;21249;105059,55
51589;2025-01-09;69;21525;1922,48
51590;2025-01-09;21;21533;19967,52
51591;2025-01-09;72;21561;36733,51
51592;2025-01-09;38;21590;165647,88
51593;2025-01-09;10;21605;29373,22
51594;2025-01-09;1;21639;13387,56
51595;2025-01-09;43;21644;47690,32
51596;2025-01-09;32;21728;84536,89
51597;2025-01-09;41;21842;3826,68
51598;2025-01-10;70;21153;34185,81
51599;2025-01-10;23;21380;166000,37
51600;2025-01-10;40;21393;697346,13
51601;2025-01-10;7;21430;806527,58
51602;2025-01-10;51;21519;10975,65
51603;2025-01-10;9;21524;5710,26
51604;2025-01-10;1;21534;7478,86
51605;2025-01-10;12;21541;9525,22
51606;2025-01-10;66;21566;38560,72
51607;2025-01-10;63;21577;6293,55
51608;2025-01-10;57;21581;778385,13
51609;2025-01-10;23;21603;546137,62
51610;2025-01-10;46;21634;206466,23
51611;2025-01-10;43;21661;15638,31
51612;2025-01-10;69;21665;9135,9
51613;2025-01-10;32;21689;54681,53
51614;2025-01-10;78;21867;7296,6
51615;2025-01-11;54;21091;23073,92
51616;2025-01-11;48;21225;6402,84
51617;2025-01-11;51;21226;21590,93
51618;2025-01-11;51;21356;40881,31
51619;2025-01-11;72;21396;17391,9
51620;2025-01-11;7;21397;293064,06
51621;2025-01-11;76;21574;50520,29
51622;2025-01-11;38;21596;193088,57
51623;2025-01-11;46;21618;301678,24
51624;2025-01-11;22;21652;3465,12
51625;2025-01-11;43;21658;51897,68
51626;2025-01-11;43;21659;16194,05
51627;2025-01-11;65;21711;1417,28
51628;2025-01-12;55;20529;34261,5
51629;2025-01-12;11;20854;9633,44
51630;2025-01-12;43;21317;13371,37
51631;2025-01-12;30;21392;41756,88
51632;2025-01-12;7;21476;209756,26
51633;2025-01-12;8;21563;31360,84
51634;2025-01-12;1;21583;38602,96
51635;2025-01-12;46;21585;354776,75
51636;2025-01-12;65;21595;100033,04
51637;2025-01-12;56;21606;74460,59
51638;2025-01-12;70;21673;128549,11
51639;2025-01-12;32;21755;78768,85
51640;2025-01-12;5;21804;11770,04
51641;2025-01-12;5;21943;37292,71
51642;2025-01-13;16;21343;446653,15
51643;2025-01-13;4;21469;71326,99
51644;2025-01-13;34;21546;90171,9
51645;2025-01-13;21;21576;10353,5
51646;2025-01-13;40;21587;738412,29
51647;2025-01-13;79;21591;26638,26
51648;2025-01-13;56;21594;17746,81
51649;2025-01-13;38;21697;89318,59
51650;2025-01-13;75;21785;56720,61
51651;2025-01-14;4;21185;82658,47
51652;2025-01-14;18;21228;139055,29
51653;2025-01-14;76;21245;15712,92
51654;2025-01-14;48;21252;25707,53
51655;2025-01-14;44;21567;412498,37
51656;2025-01-14;24;21575;77829,79
51657;2025-01-14;25;21599;65046,54
51658;2025-01-14;79;21619;18447,48
51659;2025-01-14;23;21647;544947,46
51660;2025-01-14;66;21700;43295,7
51661;2025-01-14;25;21702;82882,71
51662;2025-01-14;5;22029;11302,34
51663;2025-01-15;74;20794;400097,21
51664;2025-01-15;64;21556;17876,72
51665;2025-01-15;57;21610;178269,89
51666;2025-01-15;58;21632;260776,91
51667;2025-01-15;22;21667;10562,54
51668;2025-01-15;23;21676;690137,85
51669;2025-01-15;17;21701;118030,15
51670;2025-01-15;69;21756;28708,38
51671;2025-01-15;5;21996;105038,09
51672;2025-01-16;11;21120;27314,21
51673;2025-01-16;64;21426;42126,56
51674;2025-01-16;64;21443;21036,03
51675;2025-01-16;4;21473;137650,17
51676;2025-01-16;44;21483;414235,15
51677;2025-01-16;35;21548;135024,59
51678;2025-01-16;29;21553;77614,22
51679;2025-01-16;67;21558;169509,97
51680;2025-01-16;24;21588;68290,54
51681;2025-01-16;43;21622;48998,55
51682;2025-01-16;79;21642;34667,87
51683;2025-01-16;69;21806;80284,49
51684;2025-01-16;27;21824;55104,89
51685;2025-01-16;69;21874;23358,72
51686;2025-01-16;27;21911;7686,95
51687;2025-01-16;33;21977;50495,82
51688;2025-01-16;33;22008;73781,51
51689;2025-01-17;59;21376;42175,89
51690;2025-01-17;8;21382;18469,42
51691;2025-01-17;68;21409;35641,23
51692;2025-01-17;51;21463;68658,5
51693;2025-01-17;72;21496;9514,93
51694;2025-01-17;24;21501;91246,49
51695;2025-01-17;34;21592;22009,57
51696;2025-01-17;64;21601;40892,63
51697;2025-01-17;23;21664;389467,93
51698;2025-01-17;1;21682;821,56
51699;2025-01-17;35;21686;421775,88
51700;2025-01-17;35;21687;489719,4
51701;2025-01-17;73;21715;971375,31
51702;2025-01-17;41;21737;7626,89
51703;2025-01-17;50;21739;24628,2
51704;2025-01-17;46;21740;174736,08
51705;2025-01-17;32;21925;208739,09
51706;2025-01-18;68;21290;26082,95
51707;2025-01-18;15;21347;36458,8
51708;2025-01-18;58;21440;104933,78
51709;2025-01-18;68;21529;22269,53
51710;2025-01-18;52;21613;90448,09
51711;2025-01-18;58;21650;136768,37
51712;2025-01-18;23;21663;56218,54
51713;2025-01-18;49;21669;63269,11
51714;2025-01-18;22;21694;28292,36
51715;2025-01-18;38;21695;75545,91
51716;2025-01-18;58;21703;251186,53
51717;2025-01-18;3;21733;101053,75
51718;2025-01-19;59;21345;9276,09
51719;2025-01-19;15;21352;162253,46
51720;2025-01-19;54;21402;12196,71
51721;2025-01-19;8;21413;71661,12
51722;2025-01-19;69;21713;30403,88
51723;2025-01-19;65;21767;27303,15
51724;2025-01-19;65;21779;46732,6
51725;2025-01-19;37;21818;17591,24
51726;2025-01-20;34;21268;34411,44
51727;2025-01-20;59;21367;67272,15
51728;2025-01-20;6;21536;106779,18
51729;2025-01-20;68;21646;23269,98
51730;2025-01-20;19;21691;17972,35
51731;2025-01-20;43;21708;76558,52
51732;2025-01-20;63;21722;58271,81
51733;2025-01-20;58;21754;217571,03
51734;2025-01-21;55;20857;6941,25
51735;2025-01-21;74;21071;410412,18
51736;2025-01-21;59;21403;26640,4
51737;2025-01-21;16;21569;739530,08
51738;2025-01-21;30;21636;3627,13
51739;2025-01-21;30;21677;64078,42
51740;2025-01-21;73;21698;597167,28
51741;2025-01-21;23;21712;396198,72
51742;2025-01-21;2;21717;449908,81
51743;2025-01-21;57;21721;212332,92
51744;2025-01-21;38;21732;220343,85
51745;2025-01-21;63;21735;29790,18
51746;2025-01-21;46;21745;298225,46
51747;2025-01-21;23;21752;343071,68
51748;2025-01-21;25;21763;56318,6
51749;2025-01-21;14;22036;5459,18
51750;2025-01-22;11;20970;13305,94
51751;2025-01-22;34;21090;48202,29
51752;2025-01-22;39;21341;66887,83
51753;2025-01-22;67;21538;111437,77
51754;2025-01-22;29;21598;70693,82
51755;2025-01-22;30;21638;60278,7
51756;2025-01-22;52;21681;197708,88
51757;2025-01-22;7;21704;643411,03
51758;2025-01-22;31;21707;458193,23
51759;2025-01-22;6;21729;468771,67
51760;2025-01-22;9;21736;18736,11
51761;2025-01-22;69;21756;14270,54
51762;2025-01-22;17;21765;342530,28
51763;2025-01-22;3;21784;54859,8
51764;2025-01-22;32;22017;108141,36
51765;2025-01-22;28;22043;38201,53
51766;2025-01-23;74;20839;210141,09
51767;2025-01-23;36;21241;42793,02
51768;2025-01-23;59;21335;90883,89
51769;2025-01-23;59;21375;84763,74
51770;2025-01-23;39;21433;61595,7
51771;2025-01-23;40;21600;375827,78
51772;2025-01-23;10;21605;43458,58
51773;2025-01-23;13;21626;47575,85
51774;2025-01-23;8;21649;152995,45
51775;2025-01-23;37;21653;61219,55
51776;2025-01-23;37;21670;126433,18
51777;2025-01-23;6;21744;281436,13
51778;2025-01-23;50;21762;89543,86
51779;2025-01-23;21;21787;52161,62
51780;2025-01-23;22;21822;26898,84
51781;2025-01-23;70;21833;43688,37
51782;2025-01-23;5;22053;21726,65
51783;2025-01-23;33;22090;81009,63
51784;2025-01-24;20;21372;160463,19
51785;2025-01-24;44;21481;523401,61
51786;2025-01-24;7;21609;574753,64
51787;2025-01-24;57;21738;206873,13
51788;2025-01-24;50;21757;37581,74
51789;2025-01-24;17;21814;397240,9
51790;2025-01-24;12;21820;11965,6
51791;2025-01-24;9;21871;3378,21
51792;2025-01-24;41;21949;2577,99
51793;2025-01-24;47;22087;66457,27
51794;2025-01-25;26;20899;44402,44
51795;2025-01-25;54;21091;13313,94
51796;2025-01-25;26;21293;73032,31
51797;2025-01-25;8;21515;52708,42
51798;2025-01-25;30;21537;41461,97
51799;2025-01-25;21;21753;75419,38
51800;2025-01-25;46;21770;211144,0
51801;2025-01-25;56;21777;65224,05
51802;2025-01-25;1;21830;22532,41
51803;2025-01-25;19;21832;89265,31
51804;2025-01-25;49;21840;59290,59
51805;2025-01-26;26;21358;33711,39
51806;2025-01-26;13;21547;67189,57
51807;2025-01-26;8;21645;194689,87
51808;2025-01-26;29;21758;90658,68
51809;2025-01-26;33;21769;40813,06
51810;2025-01-26;73;21772;491403,06
51811;2025-01-26;1;21778;3258,39
51812;2025-01-26;63;21803;11995,72
51813;2025-01-26;23;21851;435573,04
51814;2025-01-27;13;21025;25234,02
51815;2025-01-27;56;21791;2245,0
51816;2025-01-27;27;21932;74665,75
51817;2025-01-27;75;21969;144112,25
51818;2025-01-28;45;20936;82436,55
51819;2025-01-28;34;21023;8722,3
51820;2025-01-28;18;21304;148619,54
51821;2025-01-28;7;21555;504403,73
51822;2025-01-28;52;21611;29977,78
51823;2025-01-28;64;21640;6063,9
51824;2025-01-28;52;21657;207972,99
51825;2025-01-28;29;21684;17728,45
51826;2025-01-28;12;21774;23471,94
51827;2025-01-28;63;21796;5748,29
51828;2025-01-28;65;21826;24855,41
51829;2025-01-28;72;21860;100485,16
51830;2025-01-28;43;21863;1561,82
51831;2025-01-28;17;21883;314885,13
51832;2025-01-28;42;21963;18902,26
51833;2025-01-28;75;21966;30180,92
51834;2025-01-29;4;21623;92608,23
51835;2025-01-29;80;21879;295501,27
51836;2025-01-29;56;21885;64087,38
51837;2025-01-29;78;21938;50522,76
51838;2025-01-30;20;21129;14055,02
51839;2025-01-30;34;21592;10419,23
51840;2025-01-30;30;21608;21074,03
51841;2025-01-30;16;21627;523992,58
51842;2025-01-30;64;21655;48665,07
51843;2025-01-30;29;21776;3566,5
51844;2025-01-30;1;21794;20480,42
51845;2025-01-30;35;21810;222981,83
51846;2025-01-30;63;21811;38989,95
51847;2025-01-30;22;21827;35712,4
51848;2025-01-30;49;21893;13364,5
51849;2025-01-30;73;21904;328897,24
51850;2025-01-30;75;22009;136073,9
51851;2025-01-31;36;21303;124452,71
51852;2025-01-31;11;21506;15935,1
51853;2025-01-31;66;21549;9748,4
51854;2025-01-31;63;21735;20747,05
51855;2025-01-31;16;21786;420801,32
51856;2025-01-31;25;21819;53923,58
51857;2025-01-31;73;21838;535329,88
51858;2025-01-31;35;21889;194385,55
51859;2025-01-31;22;21899;56281,86
51860;2025-01-31;41;21991;35100,42
51861;2025-02-01;45;21073;80863,33
51862;2025-02-01;55;21234;31049,13
51863;2025-02-01;59;21487;57530,62
51864;2025-02-01;40;21651;279231,97
51865;2025-02-01;30;21797;74558,52
51866;2025-02-01;42;21990;16678,18
51867;2025-02-02;55;20832;4640,18
51868;2025-02-02;45;20972;125611,58
51869;2025-02-02;69;21631;28096,05
51870;2025-02-02;22;21667;4850,68
51871;2025-02-02;68;21683;59094,93
51872;2025-02-02;27;21718;24357,11
51873;2025-02-02;8;21781;179886,99
51874;2025-02-02;44;21792;760111,35
51875;2025-02-02;68;21807;39224,28
51876;2025-02-02;76;21873;95963,63
51877;2025-02-02;10;21881;26189,3
51878;2025-02-02;50;21896;131673,62
51879;2025-02-02;32;22003;116135,62
51880;2025-02-02;27;22020;70202,67
51881;2025-02-03;60;20987;116630,72
51882;2025-02-03;54;21237;20139,17
51883;2025-02-03;18;21334;14252,91
51884;2025-02-03;44;21615;296713,74
51885;2025-02-03;8;21723;40744,33
51886;2025-02-03;16;21727;357238,04
51887;2025-02-03;30;21746;68729,39
51888;2025-02-03;31;21857;239520,96
51889;2025-02-03;70;21891;34656,06
51890;2025-02-04;67;21538;114838,34
51891;2025-02-04;39;21568;29543,04
51892;2025-02-04;68;21685;39578,48
51893;2025-02-04;65;21711;1883,4
51894;2025-02-04;61;21760;55919,85
51895;2025-02-04;29;21771;93111,16
51896;2025-02-04;9;21808;15691,42
51897;2025-02-04;9;21821;29771,56
51898;2025-02-04;73;21890;719309,3
51899;2025-02-04;19;21916;36423,52
51900;2025-02-04;9;21927;11349,55
51901;2025-02-04;47;21930;40917,74
51902;2025-02-05;55;20857;6999,03
51903;2025-02-05;53;21040;75948,21
51904;2025-02-05;36;21213;201145,02
51905;2025-02-05;66;21566;21890,95
51906;2025-02-05;40;21719;485078,07
51907;2025-02-05;68;21829;13156,56
51908;2025-02-05;23;21884;210726,22
51909;2025-02-05;31;21900;547005,37
51910;2025-02-05;63;21901;30582,69
51911;2025-02-05;49;21923;36394,76
51912;2025-02-05;79;21936;38569,65
51913;2025-02-05;77;22040;1662,17
51914;2025-02-05;71;22184;15735,45
51915;2025-02-06;74;21141;430565,55
51916;2025-02-06;68;21724;64427,43
51917;2025-02-06;67;21813;376081,42
51918;2025-02-06;67;21834;308523,63
51919;2025-02-06;25;21886;12142,8
51920;2025-02-06;46;21892;281552,42
51921;2025-02-06;22;21918;50567,73
51922;2025-02-06;56;21935;106656,98
51923;2025-02-06;79;21951;8254,87
51924;2025-02-06;37;21960;79679,98
51925;2025-02-06;79;21961;20992,63
51926;2025-02-06;57;21970;517282,54
51927;2025-02-06;28;22186;86684,33
51928;2025-02-07;11;21357;772,16
51929;2025-02-07;18;21429;47663,25
51930;2025-02-07;75;21785;25781,03
51931;2025-02-07;63;21947;43075,76
51932;2025-02-07;23;21954;417423,39
51933;2025-02-07;49;21958;21663,89
51934;2025-02-07;31;21972;200880,33
51935;2025-02-07;32;21993;101401,46
51936;2025-02-07;42;22052;75839,7
51937;2025-02-08;55;20819;31265,69
51938;2025-02-08;18;21494;105855,27
51939;2025-02-08;64;21693;29344,26
51940;2025-02-08;17;21701;64800,0
51941;2025-02-08;29;21855;90233,2
51942;2025-02-08;16;21859;508975,48
51943;2025-02-08;21;21912;120123,4
51944;2025-02-08;1;21928;15974,02
51945;2025-02-08;27;22055;17944,83
51946;2025-02-09;34;21502;32901,39
51947;2025-02-09;7;21609;294942,94
51948;2025-02-09;48;21629;17958,34
51949;2025-02-09;69;21665;5723,73
51950;2025-02-09;68;21672;24023,47
51951;2025-02-09;79;21919;41591,76
51952;2025-02-09;63;21922;39053,7
51953;2025-02-09;19;21934;207571,96
51954;2025-02-09;78;22028;88744,0
51955;2025-02-09;28;22225;41828,1
51956;2025-02-10;74;21109;145997,59
51957;2025-02-10;18;21327;112276,6
51958;2025-02-10;13;21344;42194,67
51959;2025-02-10;15;21621;108779,01
51960;2025-02-10;52;21726;293435,18
51961;2025-02-10;67;21800;74730,95
51962;2025-02-10;22;21827;16769,45
51963;2025-02-10;24;21852;19848,56
51964;2025-02-10;40;21906;362704,35
51965;2025-02-10;37;21907;12688,03
51966;2025-02-10;50;21914;62895,0
51967;2025-02-10;34;21926;51170,13
51968;2025-02-10;80;21946;479865,55
51969;2025-02-10;72;21979;83387,2
51970;2025-02-10;17;21987;55085,05
51971;2025-02-10;70;22005;68052,21
51972;2025-02-10;14;22036;6261,71
51973;2025-02-10;78;22051;49088,67
51974;2025-02-10;34;22054;23714,1
51975;2025-02-10;75;22057;167837,96
51976;2025-02-10;41;22118;15944,53
51977;2025-02-10;28;22203;111272,37
51978;2025-02-11;4;21766;157777,92
51979;2025-02-11;43;21937;29690,73
51980;2025-02-11;25;21999;53693,89
51981;2025-02-11;58;22001;393684,41
51982;2025-02-11;12;22007;28141,84
51983;2025-02-11;47;22183;44856,67
51984;2025-02-11;14;22256;34924,45
51985;2025-02-12;15;21635;120151,63
51986;2025-02-12;62;21641;51550,32
51987;2025-02-12;16;21742;644757,69
51988;2025-02-12;13;21793;44890,55
51989;2025-02-12;79;21941;12065,61
51990;2025-02-12;43;21942;30230,52
51991;2025-02-12;58;21950;207968,18
51992;2025-02-12;21;21973;123647,13
51993;2025-02-12;80;22016;204287,1
51994;2025-02-13;20;21662;154604,55
51995;2025-02-13;23;21663;61117,68
51996;2025-02-13;44;21801;544638,93
51997;2025-02-13;16;21845;379900,14
51998;2025-02-13;35;21965;88585,06
51999;2025-02-13;58;21985;347051,78
52000;2025-02-13;50;22025;21807,75
52001;2025-02-13;1;22068;1583,84
52002;2025-02-13;71;22212;20807,44
52003;2025-02-14;18;21551;145895,03
52004;2025-02-14;62;21643;87104,97
52005;2025-02-14;20;21678;44564,87
52006;2025-02-14;62;21709;82282,84
52007;2025-02-14;4;21761;107196,28
52008;2025-02-14;40;21802;301381,0
52009;2025-02-14;30;21849;42178,38
52010;2025-02-14;68;21872;32489,86
52011;2025-02-14;4;21895;91155,19
52012;2025-02-14;67;21910;459187,45
52013;2025-02-14;8;21948;40242,21
52014;2025-02-14;29;21952;65433,15
52015;2025-02-14;38;21964;48635,12
52016;2025-02-14;73;21994;576943,44
52017;2025-02-14;17;22015;444220,23
52018;2025-02-14;32;22063;12150,16
52019;2025-02-14;37;22076;97050,65
52020;2025-02-14;28;22280;22808,4
52021;2025-02-15;15;21743;191948,13
52022;2025-02-15;64;21861;84980,45
52023;2025-02-15;29;21868;70774,82
52024;2025-02-15;50;21997;46175,55
52025;2025-02-15;43;22026;57010,55
52026;2025-02-15;23;22027;498247,98
52027;2025-02-15;1;22071;31754,34
52028;2025-02-15;69;22196;60037,88
52029;2025-02-16;48;21668;25065,91
52030;2025-02-16;58;21703;206648,54
52031;2025-02-16;1;21830;14547,36
52032;2025-02-16;63;21982;15563,37
52033;2025-02-16;21;21983;72742,21
52034;2025-02-16;50;22000;83103,71
52035;2025-02-16;63;22023;4693,98
52036;2025-02-16;2;22030;167921,2
52037;2025-02-16;70;22086;18940,44
52038;2025-02-16;77;22092;9176,12
52039;2025-02-16;32;22105;97514,91
52040;2025-02-16;5;22297;111187,46
52041;2025-02-17;53;21299;88819,21
52042;2025-02-17;60;21306;127438,96
52043;2025-02-17;13;21353;77496,81
52044;2025-02-17;7;21858;371626,38
52045;2025-02-17;8;21897;56706,73
52046;2025-02-17;24;21920;52552,27
52047;2025-02-17;49;21981;58824,43
52048;2025-02-17;42;22113;30245,94
52049;2025-02-17;75;22181;113331,02
52050;2025-02-18;53;20800;59880,64
52051;2025-02-18;13;21344;31713,57
52052;2025-02-18;74;21412;224817,4
52053;2025-02-18;18;21660;29892,96
52054;2025-02-18;68;21685;29181,33
52055;2025-02-18;8;21835;60197,34
52056;2025-02-18;61;21924;54778,08
52057;2025-02-18;46;22012;409295,2
52058;2025-02-18;37;22108;29018,97
52059;2025-02-19;53;21063;5416,0
52060;2025-02-19;34;21542;15540,76
52061;2025-02-19;74;21628;134099,08
52062;2025-02-19;39;21716;24018,92
52063;2025-02-19;7;21815;199161,52
52064;2025-02-19;24;21839;52479,51
52065;2025-02-19;35;21889;139060,17
52066;2025-02-19;56;22022;49794,08
52067;2025-02-19;56;22060;98747,51
52068;2025-02-19;78;22091;40482,74
52069;2025-02-19;14;22294;66957,2
52070;2025-02-20;11;21509;17142,64
52071;2025-02-20;30;21636;5082,82
52072;2025-02-20;20;21710;34965,06
52073;2025-02-20;19;22018;5406,57
52074;2025-02-20;38;22031;84826,61
52075;2025-02-20;63;22037;26308,03
52076;2025-02-21;54;21237;17381,24
52077;2025-02-21;7;21555;386957,51
52078;2025-02-21;39;21768;49729,82
52079;2025-02-21;39;21782;12887,39
52080;2025-02-21;67;21800;106234,24
52081;2025-02-21;67;21837;233398,17
52082;2025-02-21;30;21854;22890,39
52083;2025-02-21;52;21862;103409,21
52084;2025-02-21;40;21870;603000,11
52085;2025-02-21;7;21978;564739,78
52086;2025-02-21;7;21995;476730,49
52087;2025-02-21;46;22078;354396,64
52088;2025-02-21;14;22293;93797,44
52089;2025-02-21;47;22308;139951,96
52090;2025-02-21;14;22351;70954,39
52091;2025-02-22;60;21451;77221,03
52092;2025-02-22;4;21908;89658,13
52093;2025-02-22;35;22059;139529,47
52094;2025-02-22;35;22072;402306,36
52095;2025-02-22;69;22134;33217,11
52096;2025-02-22;71;22295;8250,33
52097;2025-02-22;71;22366;15699,08
52098;2025-02-23;55;21042;13599,53
52099;2025-02-23;62;21749;16951,36
52100;2025-02-23;67;21866;438402,04
52101;2025-02-23;51;21882;59053,88
52102;2025-02-23;29;21952;60074,06
52103;2025-02-23;2;22058;365053,54
52104;2025-02-23;6;22067;357105,26
52105;2025-02-23;58;22085;83785,83
52106;2025-02-23;58;22097;290236,39
52107;2025-02-23;46;22100;165258,92
52108;2025-02-23;75;22179;313599,89
52109;2025-02-24;55;20858;22538,87
52110;2025-02-24;60;21229;121388,1
52111;2025-02-24;23;21884;286564,21
52112;2025-02-24;63;22070;34537,71
52113;2025-02-24;6;22083;463441,17
52114;2025-02-24;32;22178;127042,47
52115;2025-02-25;20;21843;15368,8
52116;2025-02-25;16;21888;445800,84
52117;2025-02-25;8;21915;126083,73
52118;2025-02-25;51;21917;76734,7
52119;2025-02-25;49;22047;53298,79
52120;2025-02-25;57;22048;358903,28
52121;2025-02-25;73;22084;280531,91
52122;2025-02-25;76;22106;83797,67
52123;2025-02-25;78;22151;3524,4
52124;2025-02-25;69;22206;61127,37
52125;2025-02-26;7;21945;459243,82
52126;2025-02-26;4;21968;45353,21
52127;2025-02-26;63;22023;6745,56
52128;2025-02-26;23;22077;239362,66
52129;2025-02-26;43;22107;21528,03
52130;2025-02-26;69;22255;16886,64
52131;2025-02-26;71;22393;2204,01
52132;2025-02-27;39;21773;93726,63
52133;2025-02-27;20;21809;29294,14
52134;2025-02-27;59;21836;35906,94
52135;2025-02-27;39;21876;40383,95
52136;2025-02-27;80;22016;226513,21
52137;2025-02-27;50;22025;25469,31
52138;2025-02-27;7;22033;321350,38
52139;2025-02-27;1;22041;3343,25
52140;2025-02-27;10;22081;91992,33
52141;2025-02-27;43;22088;26134,12
52142;2025-02-27;38;22135;85736,74
52143;2025-02-27;36;22166;90206,82
52144;2025-02-27;77;22218;53994,37
52145;2025-02-27;78;22287;74347,79
52146;2025-02-27;33;22338;22326,94
52147;2025-02-27;47;22361;64164,23
52148;2025-02-28;54;21181;115360,16
52149;2025-02-28;60;21381;158475,1
52150;2025-02-28;62;21853;40288,69
52151;2025-02-28;64;21956;34284,19
52152;2025-02-28;8;21975;230551,49
52153;2025-02-28;4;21980;15098,5
